Table S14. Metadata of lichen-associated genomes used to find signatures of Starship horizontal transfer amongst lichen symbionts.								
rinodina.dolichospora.1	GCA_964257455.1	Rinodina_dolichospora	Rinodina	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFQ01
rinodina.sp..1	GCA_964256615.1	Rinodina_sp.	Rinodina	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBF01
rinodina.tephraspis.1	GCA_964254855.1	Rinodina_tephraspis	Rinodina	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXU01
rusavskia.elegans.1	GCA_011316305.1	Rusavskia_elegans	Rusavskia	Lecanoromycetes	Lichen-forming	N/A	3/16/20	SAUG01
rusavskia.elegans.2	GCA_051941435.1	Rusavskia_elegans	Rusavskia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAW01
schaereria.dolodes.1	GCA_964255955.1	Schaereria_dolodes	Schaereria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZA01
schaereria.dolodes.2	GCA_022814065.1	Schaereria_dolodes	Schaereria	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZO01
seirophora.lacunosa.1	GCA_023645825.1	Seirophora_lacunosa	Seirophora	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAHX01
seirophora.lacunosa.2	GCA_023646185.1	Seirophora_lacunosa	Seirophora	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIF01
seirophora.lacunosa.3	GCA_051942285.1	Seirophora_lacunosa	Seirophora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECJ01
seirophora.scorigena.1	GCA_051942365.1	Seirophora_scorigena	Seirophora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECE01
seirophora.villosa.1	GCA_023645815.1	Seirophora_villosa	Seirophora	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAHY01
seirophora.villosa.2	GCA_051941785.1	Seirophora_villosa	Seirophora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBX01
solorina.crocea.1	GCA_964257125.1	Solorina_crocea	Solorina	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEC01
squamulea.sp..1	GCA_051941405.1	Squamulea_sp.	Squamulea	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAZ01
squamulea.squamosa.1	GCA_051941385.1	Squamulea_squamosa	Squamulea	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBA01
stereocaulon.alpinum.1	GCA_018257865.1	Stereocaulon_alpinum	Stereocaulon	Lecanoromycetes	Lichen-forming	N/A	5/4/21	JAEUBA01
stereocaulon.dactylophyllum.1	GCA_964254575.1	Stereocaulon_dactylophyllum	Stereocaulon	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUX01
stereocaulon.virgatum.1	GCA_042464655.1	Stereocaulon_virgatum	Stereocaulon	Lecanoromycetes	Lichen-forming	N/A	9/30/24	JBEFKJ01
sticta.canariensis.1	GCA_022814045.1	Sticta_canariensis	Sticta	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZP01
sticta.sp..1	GCA_964254715.1	Sticta_sp.	Sticta	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWN01
stictis.urceolata.1	GCA_022814025.1	Stictis_urceolata	Stictis	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZQ01
stictis.urceolata.2	GCA_964257505.1	Stictis_urceolata	Stictis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFL01
sulcaria.badia.1	GCA_964257055.1	Sulcaria_badia	Sulcaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDM01
teloschistales.sp..1	GCA_964255085.1	Teloschistales_sp.	Teloschistales_sp.	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVJ01
teloschistes.chrysophthalmus.1	GCA_023646055.1	Teloschistes_chrysophthalmus	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIL01
teloschistes.chrysophthalmus.2	GCA_051940965.1	Teloschistes_chrysophthalmus	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAD01
teloschistes.exilis.1	GCA_052059115.1	Teloschistes_exilis	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/15/25	JAVEAI01
teloschistes.exilis.2	GCA_051941425.1	Teloschistes_exilis	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAX01
teloschistes.exilis.3	GCA_051940905.1	Teloschistes_exilis	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAE01
teloschistes.flavicans.1	GCA_051941685.1	Teloschistes_flavicans	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAJ01
teloschistes.flavicans.2	GCA_023646325.1	Teloschistes_flavicans	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIQ01
teloschistes.hypoglaucus.1	GCA_052059135.1	Teloschistes_hypoglaucus	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	8/15/25	JAVEAH01
teloschistes.peruensis.1	GCA_023645835.1	Teloschistes_peruensis	Teloschistes	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAHW01
thelotrema.defectum.1	GCA_964257675.1	Thelotrema_defectum	Thelotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFP01
thelotrema.lepadinum.1	GCA_022813995.1	Thelotrema_lepadinum	Thelotrema	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZR01
thelotrema.lepadinum.2	GCA_964257395.1	Thelotrema_lepadinum	Thelotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVET01
thelotrema.subtile.1	GCA_964256685.1	Thelotrema_subtile	Thelotrema	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBY01
toensbergia.leucococca.1	GCA_022813965.1	Toensbergia_leucococca	Toensbergia	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZS01
toensbergia.leucococca.2	GCA_964255925.1	Toensbergia_leucococca	Toensbergia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZM01
toniniopsis.dissimilis.1	GCA_043520055.1	Toniniopsis_dissimilis	Toniniopsis	Lecanoromycetes	Lichen-forming	N/A	10/21/24	JBGRPS01
trapelia.coarctata.1	GCA_022813945.1	Trapelia_coarctata	Trapelia	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZT01
trapelia.coarctata.2	GCA_964256815.1	Trapelia_coarctata	Trapelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCH01
trapeliopsis.flexuosa.1	GCA_964254545.1	Trapeliopsis_flexuosa	Trapeliopsis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUY01
tuckermannopsis.ciliaris.1	GCA_964255215.1	Tuckermannopsis_ciliaris	Tuckermannopsis	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVQ01
umbilicaria.americana.1	GCA_964255515.1	Umbilicaria_americana	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVK01
umbilicaria.crustulosa.1	GCA_053478165.1	Umbilicaria_crustulosa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORC01
umbilicaria.crustulosa.2	GCA_053478185.1	Umbilicaria_crustulosa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORB01
umbilicaria.crustulosa.3	GCA_053478205.1	Umbilicaria_crustulosa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORA01
umbilicaria.deusta.1	GCA_023184635.1	Umbilicaria_deusta	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILR01
umbilicaria.deusta.2	GCA_053478105.1	Umbilicaria_deusta	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORE01
umbilicaria.deusta.3	GCA_053478145.1	Umbilicaria_deusta	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORD01
umbilicaria.deusta.4	GCA_964340765.1	Umbilicaria_deusta	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/18/24	CAYFAF01
umbilicaria.deusta.5	GCA_964340595.1	Umbilicaria_deusta	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/18/24	CAYFAE01
umbilicaria.freyi.1	GCA_023184675.1	Umbilicaria_freyi	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILQ01
umbilicaria.freyi.2	GCA_053478085.1	Umbilicaria_freyi	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORG01
umbilicaria.freyi.3	GCA_053478125.1	Umbilicaria_freyi	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORF01
umbilicaria.grisea.1	GCA_023184595.1	Umbilicaria_grisea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILX01
umbilicaria.grisea.2	GCA_053477165.1	Umbilicaria_grisea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORI01
umbilicaria.grisea.3	GCA_053478065.1	Umbilicaria_grisea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORH01
umbilicaria.hispanica.1	GCA_023184715.1	Umbilicaria_hispanica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILS01
umbilicaria.hispanica.2	GCA_053478025.1	Umbilicaria_hispanica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORK01
umbilicaria.hispanica.3	GCA_053478045.1	Umbilicaria_hispanica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORJ01
umbilicaria.hispanica.4	GCA_003254425.1	Umbilicaria_hispanica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	6/18/18	PKMA01
umbilicaria.iberica.1	GCA_053477965.1	Umbilicaria_iberica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORN01
umbilicaria.iberica.2	GCA_053477985.1	Umbilicaria_iberica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORM01
umbilicaria.iberica.3	GCA_053478005.1	Umbilicaria_iberica	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORL01
umbilicaria.mammulata.1	GCA_964255095.1	Umbilicaria_mammulata	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVM01
umbilicaria.muhlenbergii.1	GCA_000611775.1	Umbilicaria_muhlenbergii	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/2/14	JFDN01
umbilicaria.nylanderiana.1	GCA_053477925.1	Umbilicaria_nylanderiana	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORP01
umbilicaria.nylanderiana.2	GCA_053477945.1	Umbilicaria_nylanderiana	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORO01
umbilicaria.phaea.1	GCA_023184695.1	Umbilicaria_phaea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILT01
umbilicaria.phaea.2	GCA_053477885.1	Umbilicaria_phaea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORQ01
umbilicaria.phaea.3	GCA_053477905.1	Umbilicaria_phaea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORR01
umbilicaria.polyphylla.1	GCA_053477805.1	Umbilicaria_polyphylla	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORV01
umbilicaria.polyphylla.2	GCA_053477825.1	Umbilicaria_polyphylla	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORS01
umbilicaria.polyphylla.3	GCA_053477845.1	Umbilicaria_polyphylla	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORU01
umbilicaria.polyphylla.4	GCA_053477865.1	Umbilicaria_polyphylla	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORT01
umbilicaria.spodochroa.1	GCA_023184705.1	Umbilicaria_spodochroa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILV01
umbilicaria.spodochroa.2	GCA_053477155.1	Umbilicaria_spodochroa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNOSA01
umbilicaria.spodochroa.3	GCA_053477705.1	Umbilicaria_spodochroa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORZ01
umbilicaria.spodochroa.4	GCA_053477745.1	Umbilicaria_spodochroa	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	11/14/25	JBNORY01
umbilicaria.subpolyphylla.1	GCA_023184615.1	Umbilicaria_subpolyphylla	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	4/29/22	JALILW01
umbilicaria.vellea.1	GCA_023645895.1	Umbilicaria_vellea	Umbilicaria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAID01
usnea.aurantiacoatra.1	GCA_964256655.1	Usnea_aurantiacoatra	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVEB01
usnea.cavernosa.1	GCA_964255125.1	Usnea_cavernosa	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUUF01
usnea.ceratina.1	GCA_964256075.1	Usnea_ceratina	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZW01
usnea.ceratina.2	GCA_964257515.1	Usnea_ceratina	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFM01
usnea.cornuta.1	GCA_964256645.1	Usnea_cornuta	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVDP01
usnea.florida.1	GCA_052784015.1	Usnea_florida	Usnea	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAC01
usnea.hakonensis.1	GCA_013423325.1	Usnea_hakonensis	Usnea	Lecanoromycetes	Lichen-forming	N/A	7/13/20	BLJB01
usnea.halei.1	GCA_964255035.1	Usnea_halei	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVX01
usnea.merrillii.1	GCA_964255025.1	Usnea_merrillii	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXB01
usnea.mutabilis.1	GCA_964257655.1	Usnea_mutabilis	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVFR01
usnea.strigosa.1	GCA_964254745.1	Usnea_strigosa	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWL01
usnea.subfusca.1	GCA_964256035.1	Usnea_subfusca	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVAB01
usnea.subgracilis.1	GCA_964255225.1	Usnea_subgracilis	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYA01
usnea.subscabrosa.1	GCA_964254585.1	Usnea_subscabrosa	Usnea	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUWV01
usnocetraria.oakesiana.1	GCA_964254695.1	Usnocetraria_oakesiana	Usnocetraria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUXA01
usnochroma.carphineum.1	GCA_023645975.1	Usnochroma_carphineum	Usnochroma	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAHV01
varicellaria.rhodocarpa.1	GCA_022813925.1	Varicellaria_rhodocarpa	Varicellaria	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZU01
varicellaria.rhodocarpa.2	GCA_964255865.1	Varicellaria_rhodocarpa	Varicellaria	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYX01
variospora.aurantia.1	GCA_023645955.1	Variospora_aurantia	Variospora	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAHZ01
variospora.flavescens.1	GCA_051942445.1	Variospora_flavescens	Variospora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECA01
variospora.fuerteventurae.1	GCA_051941765.1	Variospora_fuerteventurae	Variospora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBY01
variospora.sp..1	GCA_051942325.1	Variospora_sp.	Variospora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVECF01
variospora.velana.1	GCA_051941705.1	Variospora_velana	Variospora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAG01
villophora.microphyllina.1	GCA_051941605.1	Villophora_microphyllina	Villophora	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAN01
vulpicida.juniperinus.1	GCA_964255425.1	Vulpicida_juniperinus	Vulpicida	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUTW01
wetmoreana.brouardii.1	GCA_051941545.1	Wetmoreana_brouardii	Wetmoreana	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAS01
wetmoreana.sp..1	GCA_052059095.1	Wetmoreana_sp.	Wetmoreana	Lecanoromycetes	Lichen-forming	N/A	8/15/25	JAVEAP01
xanthocarpia.feracissima.1	GCA_964255735.1	Xanthocarpia_feracissima	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYH01
xanthocarpia.lactea.1	GCA_051941915.1	Xanthocarpia_lactea	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBR01
xanthocarpia.ochracea.1	GCA_051941935.1	Xanthocarpia_ochracea	Xanthocarpia	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBQ01
xanthomendoza.sp..1	GCA_051941585.1	Xanthomendoza_sp.	Xanthomendoza	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEAM01
xanthomendoza.sp..2	GCA_051941345.1	Xanthomendoza_sp.	Xanthomendoza	Lecanoromycetes	Lichen-forming	N/A	8/12/25	JAVEBC01
xanthoparmelia.plittii.1	GCA_964256595.1	Xanthoparmelia_plittii	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBC01
xanthoparmelia.taractica.1	GCA_033085395.1	Xanthoparmelia_taractica	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	10/16/23	JANQBS01
xanthoparmelia.tasmanica.1	GCA_964256055.1	Xanthoparmelia_tasmanica	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVCK01
xanthoparmelia.verrucella.1	GCA_964256005.1	Xanthoparmelia_verrucella	Xanthoparmelia	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZO01
xanthoria.aureola.1	GCA_023646375.1	Xanthoria_aureola	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAII01
xanthoria.calcicola.1	GCA_976602755.1	Xanthoria_calcicola	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	11/28/25	CDPLEE01
xanthoria.mediterranea.1	GCA_023645845.1	Xanthoria_mediterranea	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIA01
xanthoria.parietina.1	GCA_964263705.1	Xanthoria_parietina	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	9/15/24	CAXVWH01
xanthoria.parietina.2	GCA_964656405.1	Xanthoria_parietina	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	1/2/25	CAZZRQ01
xanthoria.sp..1	GCA_023647215.1	Xanthoria_sp.	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/3/22	JALAIR01
xanthoria.sp..2	GCA_023646395.1	Xanthoria_sp.	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIM01
xanthoria.steineri.1	GCA_023646075.1	Xanthoria_steineri	Xanthoria	Lecanoromycetes	Lichen-forming	N/A	6/2/22	JALAIK01
xylographa.bjoerkii.1	GCA_022813905.1	Xylographa_bjoerkii	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZV01
xylographa.carneopallida.1	GCA_022813885.1	Xylographa_carneopallida	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZW01
xylographa.carneopallida.2	GCA_964255915.1	Xylographa_carneopallida	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUYT01
xylographa.opegraphella.1	GCA_022813865.1	Xylographa_opegraphella	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZX01
xylographa.pallens.1	GCA_022813845.1	Xylographa_pallens	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZY01
xylographa.parallela.1	GCA_022813825.1	Xylographa_parallela	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALDZZ01
xylographa.soralifera.1	GCA_022813805.1	Xylographa_soralifera	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAA01
xylographa.trunciseda.1	GCA_022813785.1	Xylographa_trunciseda	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAB01
xylographa.trunciseda.2	GCA_964255115.1	Xylographa_trunciseda	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUVE01
xylographa.vitiligo.1	GCA_022813765.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	4/4/22	JALEAC01
xylographa.vitiligo.2	GCA_964256195.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXUZQ01
xylographa.vitiligo.3	GCA_964256275.1	Xylographa_vitiligo	Xylographa	Lecanoromycetes	Lichen-forming	N/A	9/21/24	CAXVBN01